ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.0,0.24096368866355072,-0.015568628965232976,0.10733025150959842,0.8557604879762459,1.7621445737017518,-1.1603285631528935,1.2592565537984493,-1.2710334979058409,0.0
-2.0828146362630413,-2.054294292779018,-0.2620467797635423,-0.3127141781521124,0.0,2.1157113647076695,0.2906977286488655,-0.6363773387238394,0.6991812040052771,0.0
0.66634829028828,0.8293439886900428,-0.11612974271713905,1.3553187473809492,0.0,-0.04056657202364241,0.8011394221449497,-0.012512672700877133,-1.1521195295443123,0.0
0.8028590037069695,0.5293763227127134,0.12437418316782609,0.5868500230072983,0.5749494561084378,-0.7252598938694964,1.275084641984893,2.0846474009050393,0.8633497712380064,0.0
1.2892468092732623,-0.482549657148357,-0.3362973653870256,-0.3687098548639477,-0.5538280555927554,-0.2904352209184263,-0.8040895501684208,-2.1406166517414897,0.15383209709966086,0.0
-0.9111507751933736,-0.26321064099731933,0.8919189097205144,0.26187465862809467,-0.15441020519497392,-1.7496899470080707,-1.7588628666285204,-0.7236239358003927,-1.7879943477257407,0.0
1.9990409847559067,1.554272479846136,0.8920362383596191,0.2420018626926658,1.4629278596294308,-1.710299233218382,-0.12957123012773683,1.1116576020596807,-1.6428340927705893,0.0
1.0029963228213152,0.19446295939676025,-0.8274714300791746,-1.6217009625053533,-0.7186394291508141,0.652314100773912,-0.5605896080641769,-0.2364249857147913,0.572023597147484,0.0
0.0,-2.3716427453283284,-0.7575065404327521,0.4256717904740923,-1.5555654241488464,-0.4022242978060913,-0.4571387280761394,-0.7847686380883789,-0.46132559898952835,0.0
2.5989347293720404,0.9204398394484582,0.5196599279358548,1.2298146842980036,1.7135080355508079,1.7569088472369032,1.1213079876546173,0.33101163191851446,0.5324753212581227,0.0
0.2031512492972658,-0.956419030800295,1.3143283014951384,0.2655586795955378,-0.1557142509761088,0.04328477238066748,0.41366550404294594,0.7491514223618466,-0.3751183739632624,0.0
0.5881942321384807,0.6607612905190807,-0.2463545048711379,0.6190985297290712,0.0,-0.7149694648052134,0.09292403469532477,0.6097941852084554,0.07264457108505874,0.0
0.05210516427615581,-1.224541533011649,-0.2505562190608684,-2.226199559971265,-1.2248518889042894,-0.9176715114350944,0.5172654700914738,0.7961846388407079,-0.6525920294122826,0.0
0.0,-1.4231460742874131,0.7302818761657275,-0.18449768879592005,-0.8126589093674721,-0.5211706927734286,1.5575020949347194,0.6112831704181104,0.5881047740076554,0.0
0.2881982555867666,0.2547875932918297,0.850785313448906,-1.2998299802423505,0.0,0.2816040534445147,-0.299267943421561,0.22737098200132308,1.0537843566058687,0.0
-0.4324605797040109,-0.3112779942285697,2.296543137247359,1.5787512848496474,0.7584871552416743,1.1736394937232526,-0.8096812509109655,0.5223572048931278,0.5398900886509858,0.0
0.009429537810258291,0.42828106302011215,1.146454465351797,1.872607753571947,0.0,-1.3206920771547608,1.8677089892044636,-0.616437472427842,0.4015996402602217,0.0
